Id,SalePrice
1461,210491.71003
1462,194429.171547
1463,223951.604703
1464,169838.404265
1465,302468.633862
1466,163801.541816
1467,271047.74333
1468,223526.745141
1469,129897.822842
1470,120870.121386
1471,128152.664148
1472,375033.169731
1473,129215.356333
1474,229277.32573
1475,150354.313535
1476,134196.490336
1477,159566.08528
1478,115242.508939
1479,154660.834051
1480,125277.76368
1481,321576.197104
1482,129373.59407
1483,228718.53013
1484,144282.298557
1485,154196.259693
1486,247500.305929
1487,132623.036629
1488,278720.820379
1489,193619.875308
1490,71423.6437939
1491,67529.4271677
1492,135502.86989
1493,199307.244192
1494,166104.661769
1495,274106.208972
1496,312074.519483
1497,151904.392145
1498,147447.718517
1499,127481.799664
1500,85539.8337819
1501,150535.42441
1502,160850.308532
1503,149287.739893
1504,136586.268145
1505,138769.572221
1506,281244.586976
1507,246637.279197
1508,248076.906208
1509,98069.2267009
1510,134405.095313
1511,183854.381837
1512,127897.358732
1513,105716.050371
1514,314420.671331
1515,125042.810915
1516,165603.379109
1517,202571.477767
1518,196877.30155
1519,414116.257148
1520,120475.85862
1521,171593.128296
1522,106464.710113
1523,212802.332699
1524,139413.656797
1525,231261.294773
1526,294499.737832
1527,220300.922703
1528,221695.596652
1529,79328.4802436
1530,211330.190416
1531,268021.270315
1532,119312.607953
1533,191647.762328
1534,142894.357547
1535,106877.385183
1536,98355.654002
1537,118611.398031
1538,116019.128858
1539,123249.576759
1540,119452.844886
1541,196596.259355
1542,162610.790174
1543,241296.037206
1544,129711.375829
1545,173501.639094
1546,260087.526268
1547,186991.651126
1548,161871.874511
1549,57806.532272
1550,123361.283187
1551,103121.947802
1552,116049.471582
1553,144674.350644
1554,143332.084802
1555,195388.389996
1556,201516.707612
1557,216775.795228
1558,114019.033932
1559,87737.2908993
1560,120819.664057
1561,219390.132199
1562,174990.133961
1563,118848.515456
1564,184593.005261
1565,151120.301515
1566,250415.651521
1567,100883.774679
1568,98021.0924212
1569,116273.801936
1570,207919.668952
1571,146605.659348
1572,186472.246595
1573,337973.270082
1574,224650.798457
1575,236639.299379
1576,168331.897186
1577,126214.87553
1578,144709.069349
1579,307901.221587
1580,181053.482181
1581,169227.062969
1582,95736.503429
1583,139629.753509
1584,159046.937127
1585,175489.418705
1586,101161.099378
1587,130175.707351
1588,88314.9270013
1589,142808.750948
1590,146689.417697
1591,232571.110895
1592,222330.216868
1593,153066.122701
1594,212042.000029
1595,169609.705863
1596,191198.281523
1597,141473.691834
1598,194399.668286
1599,254242.488835
1600,209363.974754
