Id,SalePrice
1461,114827.492591
1462,158428.78548
1463,166499.497075
1464,181702.559871
1465,189133.607592
1466,160084.35972
1467,172546.739281
1468,147589.172092
1469,174503.499174
1470,111843.971139
1471,178247.038231
1472,97936.2278396
1473,92882.8155449
1474,142569.078288
1475,108148.545719
1476,282559.084522
1477,219909.671145
1478,250752.187069
1479,250297.348001
1480,349505.06789
1481,279614.583925
1482,200686.365904
1483,163498.259031
1484,150127.456792
1485,177082.382049
1486,178938.707689
1487,289156.700949
1488,210336.802673
1489,168664.311253
1490,201663.853961
1491,177250.964384
1492,99262.2091841
1493,192278.235354
1494,261581.171125
1495,255935.273749
1496,201785.424259
1497,165309.44176
1498,150576.066897
1499,155094.993808
1500,146259.860335
1501,155349.220866
1502,139994.140308
1503,243996.675443
1504,220812.628641
1505,202259.479006
1506,176449.572655
1507,211669.063551
1508,179396.34695
1509,153738.940288
1510,134282.805824
1511,134086.752865
1512,179144.536546
1513,144673.091699
1514,156303.373806
1515,184737.050269
1516,145397.956961
1517,158192.563386
1518,124162.826127
1519,191866.010295
1520,115532.777247
1521,119660.355752
1522,181772.367365
1523,99878.0928847
1524,118697.724456
1525,112354.622217
1526,116469.508983
1527,92848.3736282
1528,136798.764137
1529,127076.319161
1530,209535.097333
1531,119895.42676
1532,93996.7153245
1533,128952.544524
1534,103148.161433
1535,136944.152267
1536,99397.1238181
1537,52830.0018126
1538,181326.453866
1539,183689.784194
1540,94309.6110956
1541,153731.157345
1542,123690.48044
1543,184100.408068
1544,82975.5223852
1545,128917.686788
1546,126155.180509
1547,123008.907266
1548,140277.536387
1549,114761.456619
1550,122902.544108
1551,109753.016602
1552,115109.180898
1553,131732.533713
1554,111234.512311
1555,141040.121613
1556,89690.7602492
1557,99198.4711347
1558,96555.1476155
1559,72135.5118959
1560,136154.059629
1561,120486.579794
1562,120350.116079
1563,111139.805877
1564,142956.11501
1565,141829.961528
1566,235479.353236
1567,75040.6479431
1568,204410.820295
1569,116419.396304
1570,146168.176459
1571,109453.072902
1572,130042.221724
1573,193322.955018
1574,112651.307108
1575,198244.398381
1576,237116.472632
1577,163285.85113
1578,137639.987161
1579,132984.601552
1580,180953.757738
1581,149296.671075
1582,127283.667908
1583,254862.310832
1584,192072.675683
1585,124841.249152
1586,59981.3920691
1587,108030.281289
1588,134612.446784
1589,102001.001907
1590,124215.971007
1591,81933.3920256
1592,106682.59876
1593,133095.690918
1594,122750.283746
1595,83939.5918432
1596,206130.232605
1597,176690.625162
1598,209566.328061
1599,158635.668247
1600,154307.989654
1601,61345.9766551
1602,120800.262302
1603,71651.7623111
1604,215402.503299
1605,226332.89812
1606,166916.008222
1607,166419.727
1608,198954.169864
1609,160458.725525
1610,140268.745483
1611,132545.747977
1612,146140.985033
1613,149464.339876
1614,117643.802106
1615,93689.9170183
1616,73668.9588452
1617,92374.6262401
1618,115599.071608
1619,135163.889435
1620,143231.356446
1621,135606.936013
1622,132167.706755
1623,230501.325872
1624,190883.211614
1625,110790.534045
1626,163501.298395
1627,174784.59746
1628,245032.327365
1629,174717.828861
1630,286242.231824
1631,208142.849438
1632,221992.527444
1633,164885.659312
1634,167209.132156
1635,161974.249583
1636,138144.111567
1637,174867.701564
1638,188725.372999
1639,180063.946665
1640,235491.036833
1641,167760.933983
1642,201521.764422
1643,187150.685075
1644,212827.37575
1645,179673.230837
1646,150232.955942
1647,153917.14763
1648,119779.298585
1649,126918.720768
1650,119308.505554
