Id,SalePrice
1461,118215.482673
1462,133044.766624
1463,158795.63263
1464,171053.268283
1465,157165.359098
1466,138982.878675
1467,158464.99935
1468,141997.429595
1469,164595.470165
1470,106046.98108
1471,162545.484251
1472,88634.7672583
1473,90449.702394
1474,139570.285978
1475,101721.145946
1476,210144.74839
1477,158331.954563
1478,204963.340041
1479,190800.260649
1480,278950.848203
1481,212067.044339
1482,159341.94428
1483,145453.740205
1484,140706.156857
1485,166870.827597
1486,165444.59692
1487,267901.867513
1488,191187.092975
1489,147375.185694
1490,176948.550373
1491,164605.816772
1492,85348.2108511
1493,172221.258718
1494,269754.043514
1495,249196.783977
1496,172037.292639
1497,152592.425835
1498,125684.95204
1499,137252.534062
1500,135909.269451
1501,135986.613102
1502,125842.652825
1503,192322.305493
1504,194238.857882
1505,184411.132038
1506,170855.328802
1507,202172.597933
1508,171974.424829
1509,148364.833614
1510,138271.239104
1511,116445.526754
1512,168479.348236
1513,134816.720763
1514,149759.326502
1515,188843.46051
1516,153532.764161
1517,153903.418897
1518,125476.668281
1519,186220.091663
1520,116037.371491
1521,117805.237946
1522,167932.982222
1523,102103.951567
1524,121131.037381
1525,106944.348851
1526,113687.852613
1527,95662.2266469
1528,151805.164827
1529,118204.964986
1530,185376.052049
1531,95258.1903221
1532,97952.1412482
1533,132313.677052
1534,100437.181625
1535,150810.220392
1536,109546.8
1537,64640.3611497
1538,144205.712553
1539,173164.633156
1540,97334.5382834
1541,136249.977643
1542,106519.259607
1543,117028.186247
1544,83096.3021712
1545,108204.814481
1546,113007.848905
1547,112497.44035
1548,115242.740309
1549,102513.820292
1550,112772.498031
1551,111558.462915
1552,114353.213441
1553,127183.538346
1554,109099.136166
1555,143987.070048
1556,80206.7445907
1557,91478.8447569
1558,92567.9778641
1559,54898.1755463
1560,119467.07478
1561,123368.578485
1562,117037.648012
1563,103951.337475
1564,138562.345224
1565,131407.631914
1566,196540.759609
1567,70714.1737296
1568,186623.176135
1569,120204.848995
1570,139465.858537
1571,117165.258755
1572,137813.191592
1573,183128.664027
1574,105007.773588
1575,183354.691346
1576,207004.38941
1577,154453.833402
1578,127923.630859
1579,122609.409109
1580,167098.544425
1581,143291.943432
1582,114255.76684
1583,234974.704749
1584,182494.086776
1585,118498.690244
1586,69522.2139526
1587,97766.8525549
1588,132088.77886
1589,104027.466022
1590,128841.091154
1591,87343.9143737
1592,127593.011486
1593,110164.419368
1594,116754.791726
1595,92964.5396342
1596,167804.882126
1597,164603.806368
1598,186010.654698
1599,141904.869256
1600,140190.033371
1601,59282.5254044
1602,101680.975997
1603,57679.9179472
1604,185697.476435
1605,211105.875481
1606,157361.846376
1607,153478.840054
1608,172511.35352
1609,145529.954802
1610,137423.546449
1611,132461.171941
1612,146489.066337
1613,147702.321204
1614,110733.8573
1615,89391.9400879
