Id,SalePrice
1461,227778.136778
1462,340281.736885
1463,326284.762886
1464,401036.245407
1465,293991.610503
1466,305139.01393
1467,298820.9325
1468,247483.345842
1469,416682.283322
1470,199195.668436
1471,248046.759878
1472,105987.738006
1473,101646.041967
1474,178273.974794
1475,115681.806854
1476,758499.173465
1477,564948.92321
1478,572987.201021
1479,507798.217699
1480,1030899.37047
1481,804765.327901
1482,297024.082065
1483,434220.909939
1484,223082.224237
1485,342897.244588
1486,328934.93808
1487,533639.802975
1488,439610.935149
1489,430095.686527
1490,463721.060291
1491,349710.590443
1492,185225.793152
1493,267153.974468
1494,611812.432769
1495,626853.113464
1496,281765.1777
1497,245851.353999
1498,213439.89498
1499,202519.644001
1500,182217.717787
1501,319793.674545
1502,261943.409734
1503,463052.805435
1504,442036.478942
1505,456822.033167
1506,307409.398452
1507,528643.296765
1508,355818.866456
1509,321358.068246
1510,262468.750589
1511,301428.617068
1512,408268.539311
1513,256812.306705
1514,390007.935186
1515,344063.436385
1516,445885.286252
1517,303769.051322
1518,228520.275503
1519,376636.00416
1520,211023.293365
1521,259238.984014
1522,352112.67505
1523,171705.563657
1524,204861.148116
1525,339282.731386
1526,233142.494306
1527,173787.070374
1528,213719.773699
1529,254021.564713
1530,382074.092161
1531,228670.562089
1532,157676.700427
1533,275598.495527
1534,184185.279023
1535,269204.965155
1536,193352.280206
1537,127381.455429
1538,335553.903566
1539,303635.817003
1540,278768.417567
1541,259298.170775
1542,213307.124865
1543,353561.044217
1544,145019.086819
1545,208066.912431
1546,206269.988449
1547,219646.02755
1548,208528.611609
1549,166115.819082
1550,202824.07373
1551,169523.578169
1552,206288.401717
1553,253742.83802
1554,162883.842373
1555,362755.471475
1556,185934.021389
1557,172415.267068
1558,162485.4259
1559,132221.753209
1560,220549.440054
1561,225390.172217
1562,216832.703525
1563,189049.491639
1564,249289.398842
1565,291673.215148
1566,428003.776502
1567,173710.531362
1568,432453.252935
1569,367903.387875
1570,261327.03459
1571,168114.445153
1572,244864.224129
1573,311768.211834
1574,199371.930206
1575,426234.711103
1576,556532.07255
1577,303235.007389
1578,285147.480732
1579,278306.912335
1580,322361.422983
1581,192998.95303
1582,214549.824245
1583,582572.879127
1584,410986.327272
1585,236427.574558
1586,103081.225592
1587,202882.902438
1588,231906.991619
1589,235477.172933
1590,206183.125572
1591,139611.010164
1592,212066.306765
1593,220472.077553
1594,189820.64286
1595,138427.452411
