Id,SalePrice
1461,109895.427929
1462,156619.98807
1463,162976.98992
1464,183285.433805
1465,195000.535051
1466,155452.953816
1467,163000.800795
1468,142464.941823
1469,176550.187219
1470,110241.088441
1471,190953.003968
1472,94885.0301583
1473,91618.1168111
1474,144186.722973
1475,101644.893236
1476,284062.547369
1477,227212.119516
1478,244905.749194
1479,245825.148111
1480,359427.66556
1481,287376.797584
1482,200536.321454
1483,164925.422909
1484,148929.839888
1485,181471.494855
1486,179082.404263
1487,302290.550781
1488,215881.113871
1489,176635.474004
1490,209565.437607
1491,179587.824788
1492,97182.7071058
1493,198124.998973
1494,277825.787339
1495,270477.49783
1496,220433.781972
1497,169531.895821
1498,162133.228567
1499,167663.398168
1500,151281.552104
1501,173657.680698
1502,139856.684194
1503,249181.071664
1504,226735.04423
1505,207113.236336
1506,173622.457576
1507,234806.960948
1508,184263.344532
1509,157846.479601
1510,132823.586028
1511,135078.056777
1512,179492.327772
1513,144863.567528
1514,170103.353323
1515,192483.225911
1516,149141.36343
1517,156976.177697
1518,124235.372977
1519,192185.204282
1520,122080.786681
1521,123052.729626
1522,176196.070892
1523,102695.677778
1524,117289.147908
1525,116887.200448
1526,129307.485701
1527,96994.5150061
1528,126933.626087
1529,125232.415106
1530,194280.453133
1531,126268.771777
1532,90170.0800746
1533,143623.153168
1534,107372.153064
1535,134697.458
1536,101780.610062
1537,31500.9989795
1538,186604.850192
1539,181371.019583
1540,106492.303347
1541,148514.377224
1542,130634.430734
1543,187404.816323
1544,88901.0575343
1545,135744.623834
1546,129503.061111
1547,131848.987691
1548,129187.86004
1549,105000.613265
1550,127327.386965
1551,106397.805975
1552,122054.664578
1553,133608.020085
1554,107382.542218
1555,142328.031335
1556,88430.5186055
1557,97531.4140813
1558,92417.0479841
1559,70059.4435833
1560,126362.302381
1561,123964.135536
1562,121972.987843
1563,109776.696039
1564,144536.103961
1565,138612.193707
1566,228114.864637
1567,72482.7810506
1568,215152.145898
1569,114782.728723
1570,141230.331897
1571,108660.364429
1572,126516.345922
1573,201952.276827
1574,106993.45859
1575,202479.403105
1576,237019.669257
1577,163088.227914
1578,129291.650809
1579,133712.284808
1580,177396.890235
1581,141820.646696
1582,119922.797369
1583,266255.640828
1584,197111.596542
1585,126026.998728
1586,57688.8141674
1587,109944.94405
1588,138392.246573
1589,101603.034233
1590,120697.703579
1591,82471.6695977
1592,114237.870711
1593,125521.517468
1594,123204.522601
1595,84242.3693965
1596,201713.448963
1597,180085.084146
1598,220805.605587
1599,156719.741735
1600,153973.90736
1601,60595.0382836
1602,112225.810519
1603,66153.7189659
1604,226819.018334
1605,226499.681753
1606,162143.337097
1607,165218.94751
1608,200742.52949
1609,164880.292251
1610,138423.468772
1611,130094.430581
1612,148901.809265
1613,146224.177142
1614,115616.458867
1615,91620.9727308
1616,74031.8807429
1617,90398.6539526
1618,109300.118772
1619,130239.649491
1620,146827.347107
1621,130270.746218
1622,125591.142479
1623,234313.644012
1624,194676.046199
1625,114608.224374
1626,162195.123746
1627,172140.47044
1628,245414.522468
1629,165875.343358
1630,301772.73851
1631,209641.73383
1632,234580.703535
1633,159180.175556
1634,163533.931823
1635,164812.042805
1636,139244.870115
1637,170744.869077
1638,198714.461249
1639,173995.961169
1640,236233.228125
1641,166121.964914
1642,205846.877565
1643,193068.781027
1644,216677.560651
1645,173791.969058
1646,148294.108761
1647,145696.258205
1648,116062.292441
1649,126648.809799
1650,121098.684937
1651,112087.172788
1652,95985.0773733
1653,98424.8773251
1654,132597.79774
1655,126209.7852
1656,132392.899725
1657,135270.285849
1658,132696.122824
1659,108245.900565
1660,140500.941597
1661,333458.351227
1662,322261.126745
1663,303328.87449
1664,374263.014959
1665,249019.94335
1666,286259.23993
1667,327692.019105
1668,269654.968738
1669,258314.900297
1670,292358.071898
1671,245662.023843
1672,338355.639091
1673,266764.555963
1674,223840.851412
1675,184027.667578
1676,189304.907379
1677,209826.74938
1678,412517.478453
1679,303242.870552
1680,291125.243068
1681,211573.721128
1682,273944.548016
1683,173377.642082
