Id,SalePrice
1461,108500.611484
1462,150229.386974
1463,160282.359993
1464,178396.328985
1465,193275.610078
1466,152946.711134
1467,166836.638176
1468,142310.206358
1469,172583.02072
1470,109571.459059
1471,185908.471111
1472,95972.0911438
1473,93641.2671854
1474,145114.998602
1475,107172.330425
1476,287067.768372
1477,227080.695055
1478,238725.144907
1479,244946.858761
1480,349144.075188
1481,286042.925384
1482,199851.949571
1483,163600.538302
1484,148380.135687
1485,174744.517808
1486,174754.140503
1487,297009.497565
1488,211749.481181
1489,177128.64178
1490,209283.90306
1491,175644.284573
1492,96530.6360104
1493,203428.370071
1494,271894.380919
1495,267164.420802
1496,218360.755228
1497,170882.585151
1498,157090.644167
1499,166193.827436
1500,152955.701678
1501,171885.356083
1502,137687.253466
1503,245279.620197
1504,222688.49605
1505,206670.033429
1506,175320.380913
1507,225511.336206
1508,182256.319292
1509,154427.893293
1510,132915.221057
1511,133030.064631
1512,178692.6722
1513,147290.226634
1514,175309.12824
1515,201262.25779
1516,149641.304204
1517,159173.947589
1518,124905.543467
1519,189514.661151
1520,120865.069447
1521,121396.230362
1522,176951.183492
1523,106141.147011
1524,117809.024551
1525,115609.971017
1526,131192.042129
1527,96819.6592096
1528,130596.937569
1529,126679.874355
1530,191757.141773
1531,130629.669086
1532,89748.950768
1533,142171.188109
1534,108323.944131
1535,138762.218075
1536,104149.435298
1537,27775.9829203
1538,185949.158814
1539,179732.741382
1540,105194.277135
1541,148962.517033
1542,132316.563769
1543,179164.225224
1544,84640.6067144
1545,136737.895044
1546,129984.929931
1547,127812.757895
1548,126603.179731
1549,102736.497467
1550,124677.30376
1551,106112.623579
1552,123971.022012
1553,131242.959918
1554,112445.144637
1555,140675.45941
1556,83417.0882364
1557,99983.1177185
1558,94028.3882935
1559,72289.5365054
1560,125006.334311
1561,127352.062187
1562,121660.975504
1563,109638.877162
1564,145151.79864
1565,135917.030491
1566,232609.824119
1567,70314.9177475
1568,211571.440812
1569,112437.795638
1570,140056.073192
1571,111755.978828
1572,128711.654857
1573,202757.624187
1574,107036.08071
1575,206218.806025
1576,231175.898655
1577,162441.977629
1578,128933.365625
1579,132653.567092
1580,176519.394475
1581,148213.71588
1582,121672.62026
1583,257449.633228
1584,192813.916375
1585,125854.623076
1586,56931.8286957
1587,114447.538004
1588,143053.924193
1589,104248.628866
1590,123811.881205
1591,84167.128659
1592,112526.192474
1593,125426.226726
1594,120572.456209
1595,85691.2599424
1596,206046.251246
1597,179598.891302
1598,215497.819134
1599,153913.859823
1600,149650.261776
1601,59539.2907472
1602,110258.988256
1603,70260.3692147
1604,214553.607054
1605,219905.09485
